,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
1,https://www.class-central.com/mooc/1009/edx-behavioral-economics-in-action,3758,classCentral-427,classCentral,Behavioral Economics in Action,edX,University of Toronto,1,4.5,Introductory,49,FREE audit/Pay for certificate,6,Economics,Social Sciences,14.0000001,2.708050208,0.002117462,1.20E-05,446,1.000072255,1,447,0.240800866,Behavioral Economics in Action
78,https://www.class-central.com/mooc/1391/coursera-understanding-violence,4936,classCentral-1605,classCentral,Understanding Violence,Coursera,Emory University,2,3.5,Introductory,49,FREE audit/Pay for certificate,6,Governance and Society,Social Sciences,4.0000001,1.609437932,0.000605061,1.20E-05,446,1.000072255,1,447,0.240800866,Understanding Violence
195,https://www.class-central.com/mooc/1988/edx-china-part-5-from-a-global-empire-under-the-mongols-to-a-global-economy-under-the-ming-dynasty,3746,classCentral-415,classCentral,China (Part 5): From a Global Empire under the Mongols to a Global Economy under the Ming Dynasty,edX,Harvard University,1,2.5,Introductory,90,FREE audit/Pay for certificate,6,History,Arts and Humanities,9.0000001,2.302585103,0.001361262,1.20E-05,446,1.000072255,1,447,0.240800866,China (Part 5): From a Global Empire under the Mongols to a Global Economy under the Ming Dynasty
344,https://www.class-central.com/mooc/2811/edx-reclaiming-broken-places-introduction-to-civic-ecology,4025,classCentral-694,classCentral,Reclaiming Broken Places: Introduction to Civic Ecology,edX,Cornell University,2,4,Introductory,49,FREE audit/Pay for certificate,6,Biology & Life Sciences,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.20E-05,446,1.000072255,1,447,0.240800866,Reclaiming Broken Places: Introduction to Civic Ecology
361,https://www.class-central.com/mooc/2905/edx-incarceration-s-witnesses-american-prison-writing,3814,classCentral-483,classCentral,Incarceration's Witnesses: American Prison Writing,edX,Hamilton,2,3.5,Introductory,0,FREE audit,6,Humanities,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,1.20E-05,446,1.000072255,1,447,0.240800866,Incarceration's Witnesses: American Prison Writing
403,https://www.class-central.com/mooc/3062/edx-00690242x-historical-relic-treasures-and-cultural-china,4543,classCentral-1212,classCentral,Historical Relic Treasures and Cultural China,edX,Tsinghua University,2,NA,NA,NA,NA,NA,History,Arts and Humanities,10.0000001,2.397895282,0.001512502,1.20E-05,446,1.000072255,1,447,0.240800866,Historical Relic Treasures and Cultural China
424,https://www.class-central.com/mooc/3192/edx-making-sense-of-news,3791,classCentral-460,classCentral,Making Sense of News,edX,The University of Hong Kong,2,2.5,Introductory,50,FREE audit/Pay for certificate,5,Art & Culture,Arts and Humanities,4.0000001,1.609437932,0.000605061,1.20E-05,446,1.000072255,1,447,0.240800866,Making Sense of News
450,https://www.class-central.com/mooc/3305/edx-greeks-at-war-homer-at-troy,3923,classCentral-592,classCentral,Greeks at War: Homer at Troy,edX,Colgate University,2,3.5,Introductory,25,FREE audit/Pay for certificate,6,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,1.20E-05,446,1.000072255,1,447,0.240800866,Greeks at War: Homer at Troy
521,https://www.class-central.com/mooc/3588/coursera-contemporary-india,6451,classCentral-3120,classCentral,Contemporary India,Coursera,University of Melbourne,3,6,Introductory,NA,NA,7,Economics,Social Sciences,5.0000001,1.791759486,0.000756301,1.20E-05,446,1.000072255,1,447,0.240800866,Contemporary India
920,https://www.class-central.com/mooc/653/coursera-classics-of-chinese-humanities-guided-readings,4976,classCentral-1645,classCentral,Classics of Chinese Humanities: Guided Readings,Coursera,The Chinese University of Hong Kong,1,2.5,NA,49,FREE audit/Pay for certificate,5,Music and Art,Arts and Humanities,10.0000001,2.397895282,0.001512502,1.20E-05,446,1.000072255,1,447,0.240800866,Classics of Chinese Humanities: Guided Readings
962,https://www.class-central.com/mooc/810/edx-ideas-of-the-twentieth-century,3744,classCentral-413,classCentral,Ideas of the Twentieth Century,edX,The University of Texas at Austin,1,5,Introductory,50,FREE audit/Pay for certificate,15,Art & Culture,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,1.20E-05,446,1.000072255,1,447,0.240800866,Ideas of the Twentieth Century
351,https://www.class-central.com/mooc/2850/edx-adventures-of-huckleberry-finn-by-twain-berkeleyx-book-club,4586,classCentral-1255,classCentral,"""Adventures of Huckleberry Finn"" by Twain: BerkeleyX Book Club",edX,"University of California, Berkeley",2,3,Introductory,NA,FREE audit/Pay for certificate,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,1.11E-05,445,1.000072255,1,446,0.24025974,"""Adventures of Huckleberry Finn"" by Twain: BerkeleyX Book Club"
445,https://www.class-central.com/mooc/329/coursera-introduction-to-logic,6044,classCentral-2713,classCentral,Introduction to Logic,Coursera,Stanford University,0,7,Intermediate,95,FREE audit/Pay for certificate,10,Math and Logic,Math and Logic,22.0000001,3.13549422,0.003327384,1.07E-05,444,1.000072255,1,445,0.239718615,Introduction to Logic
30,https://www.class-central.com/mooc/1231/edx-central-challenges-of-american-national-security-strategy-and-the-press,4013,classCentral-682,classCentral,"Central Challenges of American National Security, Strategy, and the Press",edX,Harvard University,1,8,Intermediate,100,FREE audit/Pay for certificate,6,Ethics,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,"Central Challenges of American National Security, Strategy, and the Press"
102,https://www.class-central.com/mooc/1528/edx-an-introduction-to-credit-risk-management,3804,classCentral-473,classCentral,An Introduction to Credit Risk Management,edX,Delft University of Technology,1,NA,Intermediate,50,FREE audit/Pay for certificate,NA,Business & Management,Business,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,An Introduction to Credit Risk Management
107,https://www.class-central.com/mooc/1562/edx-american-capitalism-a-history,3734,classCentral-403,classCentral,American Capitalism: A History,edX,Cornell University,1,4,Introductory,25,FREE audit/Pay for certificate,8,History,Arts and Humanities,5.0000001,1.791759486,0.000756301,9.95E-06,433,1.000072255,1,434,0.233766234,American Capitalism: A History
155,https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society,6309,classCentral-2978,classCentral,Analyzing Global Trends for Business and Society,Coursera,University of Pennsylvania,1,3.5,NA,NA,NA,NA,Business Intelligence,Business,4.0000001,1.609437932,0.000605061,9.95E-06,433,1.000072255,1,434,0.233766234,Analyzing Global Trends for Business and Society
190,https://www.class-central.com/mooc/1980/edx-financial-programming-and-policies-part-1-macroeconomic-accounts-analysis,3352,classCentral-21,classCentral,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",edX,International Monetary Fund,1,9,Intermediate,25,FREE audit/Pay for certificate,6,Economics & Finance,Business,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis"
288,https://www.class-central.com/mooc/2628/edx-introduccion-al-control-numerico-por-computadora-introduction-to-computer-numerical-control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineering,Physical Science and Engineering,0,0,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,NA
305,https://www.class-central.com/mooc/2718/coursera-foundational-neuroscience-for-perception-and-action,6296,classCentral-2965,classCentral,Foundational Neuroscience for Perception and Action,Coursera,Duke University,2,4.5,NA,NA,NA,9,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,Foundational Neuroscience for Perception and Action
475,https://www.class-central.com/mooc/3398/edx-introduction-to-steel,3997,classCentral-666,classCentral,Introduction to Steel,edX,TenarisUniversity,2,1.5,Introductory,49,FREE audit/Pay for certificate,NA,Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,Introduction to Steel
527,https://www.class-central.com/mooc/3604/edx-understanding-the-federal-reserve,4041,classCentral-710,classCentral,Understanding the Federal Reserve,edX,New York Institute of Finance,2,1,Introductory,25,FREE audit/Pay for certificate,NA,Governance and Society,Social Sciences,5.0000001,1.791759486,0.000756301,9.95E-06,433,1.000072255,1,434,0.233766234,Understanding the Federal Reserve
544,https://www.class-central.com/mooc/3724/edx-introduction-to-oil-country-tubular-goods-octg,4540,classCentral-1209,classCentral,Introduction to Oil Country Tubular Goods (OCTG),edX,TenarisUniversity,3,2.5,Introductory,0,FREE audit,3,Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,Introduction to Oil Country Tubular Goods (OCTG)
948,https://www.class-central.com/mooc/715/coursera-understanding-media-by-understanding-google,6227,classCentral-2896,classCentral,Understanding Media by Understanding Google,Coursera,Northwestern University,1,5,NA,NA,NA,NA,Business Strategy,Business,1.00E-07,1.00E-07,1.00E-07,9.95E-06,433,1.000072255,1,434,0.233766234,Understanding Media by Understanding Google
348,https://www.class-central.com/mooc/2821/edx-applications-of-linear-algebra-part-1,3813,classCentral-482,classCentral,Applications of Linear Algebra Part 1,edX,Davidson College,2,3.5,Introductory,25,FREE audit/Pay for certificate,5,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,9.28E-06,431,1.000072255,1,432,0.232683983,Applications of Linear Algebra Part 1
751,https://www.class-central.com/mooc/4480/edx-analyzing-and-visualizing-data-with-excel,3988,classCentral-657,classCentral,Analyzing and Visualizing Data with Excel,edX,Microsoft,3,3,Intermediate,99,FREE audit/Pay for certificate,6,Data Analysis & Statistics,Data Science,40.0000001,3.713572069,0.006049707,9.28E-06,431,1.000072255,1,432,0.232683983,Analyzing and Visualizing Data with Excel
192,https://www.class-central.com/mooc/1984/edx-quantitative-biology-workshop,3856,classCentral-525,classCentral,Quantitative Biology Workshop,edX,Massachusetts Institute of Technology,1,6,Intermediate,49,FREE audit/Pay for certificate,8,Biology,Life Sciences,1.00E-07,1.00E-07,1.00E-07,7.30E-06,430,1.000072255,1,431,0.232142857,Quantitative Biology Workshop
376,https://www.class-central.com/mooc/2958/edx-bases-matematicas-integrales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Math,Math and Logic,0,0,1.00E-07,7.07E-06,428,1.000072255,1,429,0.231060606,NA
381,https://www.class-central.com/mooc/2969/edx-bases-matematicas-derivadas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Math,Math and Logic,0,0,1.00E-07,7.07E-06,428,1.000072255,1,429,0.231060606,NA
42,https://www.class-central.com/mooc/1302/coursera-les-problemes-metaphysiques-a-l-epreuve-de-la-politique-1943-1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philosophy,Arts and Humanities,0,0,1.00E-07,7.02E-06,427,1.000072255,1,428,0.230519481,NA
39,https://www.class-central.com/mooc/1278/coursera-understanding-terrorism-and-the-terrorist-threat,4806,classCentral-1475,classCentral,Understanding Terrorism and the Terrorist Threat,Coursera,"University of Maryland, College Park",1,5,Introductory,49,FREE audit/Pay for certificate,6,Governance and Society,Social Sciences,1.00E-07,1.00E-07,1.00E-07,6.90E-06,424,1.000072255,1,425,0.228896104,Understanding Terrorism and the Terrorist Threat
215,https://www.class-central.com/mooc/2082/coursera-introduction-to-key-constitutional-concepts-and-supreme-court-cases,5563,classCentral-2232,classCentral,Introduction to Key Constitutional Concepts and Supreme Court Cases,Coursera,University of Pennsylvania,2,5,Introductory,49,FREE audit/Pay for certificate,4,Governance and Society,Social Sciences,10.0000001,2.397895282,0.001512502,6.90E-06,424,1.000072255,1,425,0.228896104,Introduction to Key Constitutional Concepts and Supreme Court Cases
997,https://www.class-central.com/mooc/913/coursera-constitutional-law,6145,classCentral-2814,classCentral,Constitutional Law,Coursera,Yale University,1,13.5,NA,NA,NA,NA,Law,Social Sciences,5.0000001,1.791759486,0.000756301,6.90E-06,424,1.000072255,1,425,0.228896104,Constitutional Law
660,https://www.class-central.com/mooc/4246/coursera-leading-organizations,5473,classCentral-2142,classCentral,Leading Organizations,Coursera,HEC Paris,3,4.5,NA,79,FREE audit/Pay for certificate,4,Leadership and Management,Business,1.00E-07,1.00E-07,1.00E-07,6.77E-06,423,1.000072255,1,424,0.228354978,Leading Organizations
762,https://www.class-central.com/mooc/4607/coursera-innovating-in-a-digital-world,6034,classCentral-2703,classCentral,Innovating in a Digital World,Coursera,Institut Mines-T?l?com,4,2.5,NA,NA,NA,4,Entrepreneurship,Business,8.0000001,2.197224588,0.001210021,6.56E-06,422,1.000072255,1,423,0.227813853,Innovating in a Digital World
826,https://www.class-central.com/mooc/5238/coursera-ancient-philosophy-aristotle-and-his-successors,5954,classCentral-2623,classCentral,Ancient Philosophy: Aristotle and His Successors,Coursera,University of Pennsylvania,3,NA,NA,49,FREE audit/Pay for certificate,5,Philosophy,Arts and Humanities,20.0000001,3.044522442,0.003024903,6.34E-06,421,0.821500827,467,888,0.479437229,Ancient Philosophy: Aristotle and His Successors
890,https://www.class-central.com/mooc/5920/coursera-global-diplomacy-diplomacy-in-the-modern-world,5735,classCentral-2404,classCentral,Global Diplomacy ? Diplomacy in the Modern World,Coursera,University of London International Programmes,3,NA,NA,49,FREE audit/Pay for certificate,5,Governance and Society,Social Sciences,6.0000001,1.945910163,0.000907541,5.54E-06,420,1.000072255,1,421,0.226731602,Global Diplomacy ? Diplomacy in the Modern World
439,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,5252,classCentral-1921,classCentral,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Hebrew University of Jerusalem,2,7.5,NA,49,FREE audit/Pay for certificate,6,Algorithms,Computer Science,45.0000001,3.828641399,0.006805908,5.48E-06,419,1.000072255,1,420,0.226190476,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)
196,https://www.class-central.com/mooc/1989/edx-mas-s69x-big-data-and-social-physics,4502,classCentral-1171,classCentral,Big Data and Social Physics,edX,Massachusetts Institute of Technology,1,5,Intermediate,0,FREE audit,1,Computer Science,Computer Science,1.0000001,0.693147231,0.00015134,5.21E-06,418,1.000072255,1,419,0.225649351,Big Data and Social Physics
4,https://www.class-central.com/mooc/1015/coursera-financial-engineering-and-risk-management-part-ii,4846,classCentral-1515,classCentral,Financial Engineering and Risk Management Part II,Coursera,Columbia University,1,8.5,NA,49,FREE audit/Pay for certificate,7,Finance,Business,1.00E-07,1.00E-07,1.00E-07,5.02E-06,417,1.000072255,1,418,0.225108225,Financial Engineering and Risk Management Part II
823,https://www.class-central.com/mooc/523/coursera-songwriting-writing-the-lyrics,5555,classCentral-2224,classCentral,Songwriting: Writing the Lyrics,Coursera,Berklee College of Music,NA,7,Introductory,49,FREE audit/Pay for certificate,6,Music and Art,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,4.90E-06,416,0.809596065,473,889,0.479978355,Songwriting: Writing the Lyrics
828,https://www.class-central.com/mooc/5251/coursera-foundations-of-everyday-leadership,5483,classCentral-2152,classCentral,Foundations of Everyday Leadership,Coursera,University of Illinois at Urbana-Champaign,3,NA,NA,79,FREE audit/Pay for certificate,4,Leadership and Management,Business,8.0000001,2.197224588,0.001210021,4.73E-06,415,1.000072255,1,416,0.224025974,Foundations of Everyday Leadership
883,https://www.class-central.com/mooc/5723/coursera-systems-thinking-in-public-health,5729,classCentral-2398,classCentral,Systems Thinking In Public Health,Coursera,Johns Hopkins University,3,NA,NA,49,FREE audit/Pay for certificate,4,Medicine & Healthcare,Life Sciences,10.0000001,2.397895282,0.001512502,4.65E-06,414,1.000072255,1,415,0.223484848,Systems Thinking In Public Health
96,https://www.class-central.com/mooc/1492/edx-wiretaps-to-big-data-privacy-and-surveillance-in-the-age-of-interconnection,4012,classCentral-681,classCentral,Wiretaps to Big Data: Privacy and Surveillance in the Age of Interconnection,edX,Cornell University,1,4,Introductory,0,FREE audit,10,Social Sciences,Social Sciences,1.00E-07,1.00E-07,1.00E-07,4.49E-06,413,1.000072255,1,414,0.222943723,Wiretaps to Big Data: Privacy and Surveillance in the Age of Interconnection
62,https://www.class-central.com/mooc/1357/coursera-animal-behaviour-and-welfare,4895,classCentral-1564,classCentral,Animal Behaviour and Welfare,Coursera,University of Edinburgh,2,2,NA,49,FREE audit/Pay for certificate,7,Animals and Veterinary Science,Life Sciences,30.0000001,3.433987208,0.004537305,4.42E-06,411,1.000072255,1,412,0.221861472,Animal Behaviour and Welfare
829,https://www.class-central.com/mooc/5254/coursera-understanding-memory-explaining-the-psychology-of-memory-through-movies,4741,classCentral-1410,classCentral,Understanding Memory: Explaining the Psychology of Memory through Movies,Coursera,Wesleyan University,3,NA,NA,49,FREE audit/Pay for certificate,5,Psychology,Social Sciences,16.0000001,2.83321335,0.002419943,4.42E-06,411,1.000072255,1,412,0.221861472,Understanding Memory: Explaining the Psychology of Memory through Movies
827,https://www.class-central.com/mooc/5243/coursera-inferential-and-predictive-statistics-for-business,5543,classCentral-2212,classCentral,Inferential and Predictive Statistics for Business,Coursera,University of Illinois at Urbana-Champaign,3,NA,NA,79,FREE audit/Pay for certificate,4,Business Essentials,Business,4.0000001,1.609437932,0.000605061,4.18E-06,409,1.000072255,1,410,0.220779221,Inferential and Predictive Statistics for Business
884,https://www.class-central.com/mooc/5757/coursera-exploring-and-producing-data-for-business-decision-making,5116,classCentral-1785,classCentral,Exploring and Producing Data for Business Decision Making,Coursera,University of Illinois at Urbana-Champaign,3,NA,Introductory,79,FREE audit/Pay for certificate,4,Business Essentials,Business,4.0000001,1.609437932,0.000605061,4.18E-06,409,1.000072255,1,410,0.220779221,Exploring and Producing Data for Business Decision Making
208,https://www.class-central.com/mooc/2055/coursera-our-energy-future,5034,classCentral-1703,classCentral,Our Energy Future,Coursera,"University of California, San Diego",1,4.5,NA,49,FREE audit/Pay for certificate,9,Environmental Science and Sustainability,Physical Science and Engineering,10.0000001,2.397895282,0.001512502,4.14E-06,408,1.000072255,1,409,0.220238095,Our Energy Future
840,https://www.class-central.com/mooc/542/coursera-film-images-historical-interpretation-in-the-20th-century-the-camera-never-lies,5554,classCentral-2223,classCentral,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",Coursera,University of London International Programmes,NA,7.5,Introductory,49,FREE audit/Pay for certificate,6,History,Arts and Humanities,10.0000001,2.397895282,0.001512502,3.88E-06,406,1.000072255,1,407,0.219155844,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies"
977,https://www.class-central.com/mooc/850/coursera-video-games-and-learning,6111,classCentral-2780,classCentral,Video Games and Learning,Coursera,University of Wisconsin?Madison,1,5,NA,NA,NA,6,Education,Social Sciences,1.00E-07,1.00E-07,1.00E-07,3.88E-06,406,1.000072255,1,407,0.219155844,Video Games and Learning
767,https://www.class-central.com/mooc/4631/coursera-aprender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education,Social Sciences,0,0,1.00E-07,3.84E-06,404,7.23E-05,829,1233,0.666125541,NA
922,https://www.class-central.com/mooc/661/coursera-ser-mas-creativos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Personal Development,Personal Development,0,0,1.00E-07,3.84E-06,404,7.23E-05,829,1233,0.666125541,NA
597,https://www.class-central.com/mooc/404/coursera-control-of-mobile-robots,4679,classCentral-1348,classCentral,Control of Mobile Robots,Coursera,Georgia Institute of Technology,NA,6,NA,49,FREE audit/Pay for certificate,7,Mobile and Web Development,Computer Science,12.0000001,2.564949365,0.001814982,3.71E-06,403,1.000072255,1,404,0.217532468,Control of Mobile Robots
720,https://www.class-central.com/mooc/4354/coursera-machine-learning-for-data-analysis,5879,classCentral-2548,classCentral,Machine Learning for Data Analysis,Coursera,Wesleyan University,3,NA,NA,49,FREE audit/Pay for certificate,4,Machine Learning,Data Science,10.0000001,2.397895282,0.001512502,3.36E-06,402,1.000072255,1,403,0.216991342,Machine Learning for Data Analysis
170,https://www.class-central.com/mooc/1815/coursera-marriage-and-the-movies-a-history,6314,classCentral-2983,classCentral,Marriage and the Movies: A History,Coursera,Wesleyan University,1,5,NA,NA,NA,5,Film,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,3.00E-06,392,1.000072255,1,393,0.211580087,Marriage and the Movies: A History
240,https://www.class-central.com/mooc/2291/coursera-biology-meets-programming-bioinformatics-for-beginners,6399,classCentral-3068,classCentral,Biology Meets Programming: Bioinformatics for Beginners,Coursera,"University of California, San Diego",3,8,Introductory,49,FREE audit/Pay for certificate,8,Bioinformatics,Life Sciences,4.0000001,1.609437932,0.000605061,3.00E-06,392,1.000072255,1,393,0.211580087,Biology Meets Programming: Bioinformatics for Beginners
246,https://www.class-central.com/mooc/2363/coursera-visual-perception-and-the-brain,4732,classCentral-1401,classCentral,Visual Perception and the Brain,Coursera,Duke University,2,3.5,NA,49,FREE audit/Pay for certificate,5,Biology,Life Sciences,17.0000001,2.890371763,0.002571183,3.00E-06,392,1.000072255,1,393,0.211580087,Visual Perception and the Brain
455,https://www.class-central.com/mooc/3324/coursera-mental-health-a-global-priority,6365,classCentral-3034,classCentral,Mental Health: A Global Priority,Coursera,University of Edinburgh,3,2,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,3.00E-06,392,1.000072255,1,393,0.211580087,Mental Health: A Global Priority
534,https://www.class-central.com/mooc/3647/coursera-graphene-and-2-dimensional-materials,6484,classCentral-3153,classCentral,Graphene and 2-dimensional Materials,Coursera,University of Manchester,3,2,NA,NA,NA,NA,Electronics,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,3.00E-06,392,1.000072255,1,393,0.211580087,Graphene and 2-dimensional Materials
551,https://www.class-central.com/mooc/378/coursera-bioelectricity-a-quantitative-approach,6012,classCentral-2681,classCentral,Bioelectricity: A Quantitative Approach,Coursera,Duke University,0,7.5,Intermediate,49,FREE audit/Pay for certificate,7,Biology,Life Sciences,4.0000001,1.609437932,0.000605061,3.00E-06,392,1.000072255,1,393,0.211580087,Bioelectricity: A Quantitative Approach
599,https://www.class-central.com/mooc/4053/coursera-sexing-the-canvas-art-and-gender,6036,classCentral-2705,classCentral,Sexing the Canvas: Art and Gender,Coursera,University of Melbourne,3,5,Introductory,49,FREE audit/Pay for certificate,9,Music and Art,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,3.00E-06,392,1.000072255,1,393,0.211580087,Sexing the Canvas: Art and Gender
608,https://www.class-central.com/mooc/4103/coursera-spacebooks-an-introduction-to-extraterrestrial-literature,6355,classCentral-3024,classCentral,Spacebooks. An Introduction To Extraterrestrial Literature,Coursera,University of Zurich,3,5.5,NA,NA,NA,8,Music and Art,Arts and Humanities,5.0000001,1.791759486,0.000756301,3.00E-06,392,1.000072255,1,393,0.211580087,Spacebooks. An Introduction To Extraterrestrial Literature
824,https://www.class-central.com/mooc/5236/coursera-paleontology-theropod-dinosaurs-and-the-origin-of-birds,5541,classCentral-2210,classCentral,Paleontology: Theropod Dinosaurs and the Origin of Birds,Coursera,University of Alberta,4,NA,NA,65,FREE audit/Pay for certificate,5,Biology,Life Sciences,14.0000001,2.708050208,0.002117462,3.00E-06,392,1.000072255,1,393,0.211580087,Paleontology: Theropod Dinosaurs and the Origin of Birds
844,https://www.class-central.com/mooc/5439/coursera-music-as-biology-what-we-like-to-hear-and-why,5051,classCentral-1720,classCentral,Music as Biology: What We Like to Hear and Why,Coursera,Duke University,3,NA,NA,49,FREE audit/Pay for certificate,6,Biology,Life Sciences,3.0000001,1.386294386,0.000453821,3.00E-06,392,1.000072255,1,393,0.211580087,Music as Biology: What We Like to Hear and Why
529,https://www.class-central.com/mooc/3638/edx-statistics-for-business-ii,3781,classCentral-450,classCentral,Statistics for Business - II,edX,Indian Institute of Management Bangalore,3,6,Intermediate,25,FREE audit/Pay for certificate,7,Business & Management,Business,5.0000001,1.791759486,0.000756301,2.97E-06,391,1.000072255,1,392,0.211038961,Statistics for Business - II
218,https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians,4809,classCentral-1478,classCentral,Copyright for Educators & Librarians,Coursera,Duke University,2,2.5,NA,49,FREE audit/Pay for certificate,5,Education,Social Sciences,5.0000001,1.791759486,0.000756301,2.74E-06,387,1.000072255,1,388,0.208874459,Copyright for Educators & Librarians
563,https://www.class-central.com/mooc/3873/edx-the-book-making-and-meaning-in-the-medieval-manuscript,3736,classCentral-405,classCentral,The Book: Making and Meaning in the Medieval Manuscript,edX,Harvard University,3,3,Introductory,90,FREE audit/Pay for certificate,8,Humanities,Arts and Humanities,10.0000001,2.397895282,0.001512502,2.74E-06,387,1.000072255,1,388,0.208874459,The Book: Making and Meaning in the Medieval Manuscript
583,https://www.class-central.com/mooc/3951/edx-how-to-survive-your-phd,3816,classCentral-485,classCentral,How to Survive Your PhD,edX,Australian National University,3,2,Advanced,50,FREE audit/Pay for certificate,10,Education & Teacher Training,Social Sciences,1.00E-07,1.00E-07,1.00E-07,2.74E-06,387,1.000072255,1,388,0.208874459,How to Survive Your PhD
981,https://www.class-central.com/mooc/865/coursera-art-inquiry-museum-teaching-strategies-for-your-classroom,4883,classCentral-1552,classCentral,Art & Inquiry: Museum Teaching Strategies For Your Classroom,Coursera,The Museum of Modern Art,1,1.5,NA,49,FREE audit/Pay for certificate,4,Education,Social Sciences,1.00E-07,1.00E-07,1.00E-07,2.74E-06,387,1.000072255,1,388,0.208874459,Art & Inquiry: Museum Teaching Strategies For Your Classroom
40,https://www.class-central.com/mooc/1299/coursera-statistical-mechanics-algorithms-and-computations,5151,classCentral-1820,classCentral,Statistical Mechanics: Algorithms and Computations,Coursera,?cole normale sup?rieure,1,5,NA,NA,NA,10,Physics and Astronomy,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,2.68E-06,380,1.000072255,1,381,0.20508658,Statistical Mechanics: Algorithms and Computations
232,https://www.class-central.com/mooc/2171/edx-8-05x-mastering-quantum-mechanics,4532,classCentral-1201,classCentral,Mastering Quantum Mechanics,edX,Massachusetts Institute of Technology,1,12,Intermediate,50,FREE audit/Pay for certificate,5,Physics,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,2.68E-06,380,1.000072255,1,381,0.20508658,Mastering Quantum Mechanics
373,https://www.class-central.com/mooc/2950/edx-dynamics-and-control,4082,classCentral-751,classCentral,Dynamics and Control,edX,Universitat Polit?cnica de Val?ncia,2,4,Introductory,50,FREE audit/Pay for certificate,6,Engineering,Physical Science and Engineering,4.0000001,1.609437932,0.000605061,2.68E-06,380,1.000072255,1,381,0.20508658,Dynamics and Control
425,https://www.class-central.com/mooc/3194/coursera-deteccion-de-objetos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Algorithms,Computer Science,0,0,1.00E-07,2.68E-06,380,1.000072255,1,381,0.20508658,NA
512,https://www.class-central.com/mooc/3537/coursera-the-finite-element-method-for-problems-in-physics,5708,classCentral-2377,classCentral,The Finite Element Method for Problems in Physics,Coursera,University of Michigan,3,7.5,Intermediate,49,FREE audit/Pay for certificate,13,Mechanical Engineering,Physical Science and Engineering,8.0000001,2.197224588,0.001210021,2.68E-06,380,1.000072255,1,381,0.20508658,The Finite Element Method for Problems in Physics
798,https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics,4700,classCentral-1369,classCentral,Robotics: Aerial Robotics,Coursera,University of Pennsylvania,3,NA,NA,39,FREE audit/Pay for certificate,4,Mechanical Engineering,Physical Science and Engineering,29.0000001,3.401197385,0.004386065,2.68E-06,380,1.000072255,1,381,0.20508658,Robotics: Aerial Robotics
